,id,name,username,SourceNode
112,1326550642068877314,Felicia Valentine,FeliciaV525122,19612749
113,255345509,||||| | ||||||| |||||||| || ||||||||,justxxjen,19612749
114,495488905,NYLife245,NYLife245,19612749
115,2527965294,Biden Cheated/Trump Won,one_putt_ed,19612749
116,1323418817595383810,Give Me Liberty or Give Me Death 1776,Freedom78928384,19612749
117,21634447,Robin Sutcliffe🇺🇸,robinsut,19612749
118,149249044,jg1986,Rissy1986,19612749
119,1226156135851470858,Edward Leo,EdwardL50379188,19612749
120,825167213602574337,Stay Back,lololo_Joseph,19612749
121,135393517,流浪奶牛,wondershowfree,19612749
122,334879284,G Hawks,ghawks577,19612749
123,1326708688049098752,Nina Nina,NinaNin31900995,19612749
124,1413190262,Aliveritas,Aliveritas1,19612749
125,3589071459,Pattye W,PearlGirlNow,19612749
126,1232069434228895744,Abolish Mass COVID testing,unstumpable1,19612749
127,1280670913848057856,Joe Nobody,LowOnHealth65,19612749
128,4627776695,eyeslilopn,eyeslilopn,19612749
129,97334535,hoping for a better...2022!?!!,rg424,19612749
130,511306623,🇺🇸SoCalCindy🚂#SaveAmerica #MAGA #Trump2024✩,cgowlvUSA,19612749
131,34298288,Jack Halverson,halvo3,19612749
132,3033658245,🌙DivergentC4🌙,livestrong3c,19612749
133,1291442985981247488,nwt,seagrace6,19612749
134,562848986,alicelilly,alicelilly1,19612749
135,37364082,Tweets McGee 🇺🇸,TweetsMcGee2473,19612749
136,1292230757927321602,upliftandempower,w_love_and_rage,19612749
137,3105362665,Spiritual Food,about_Jehovah,19612749
138,2199777385,🙋‍♀️,fmlwrrr,19612749
139,966480071417647105,Dwayne,TXDad22,19612749
140,3237185685,calico President Elect,tlynne_tracie,19612749
141,1852711411,Wendy,Wendywriter13,19612749
142,899401541177622528,The Hake Report,TheHakeReport,19612749
143,112046204,Jane Kautzer,suejing,19612749
144,148555972,Andy Burke,B11rkey,19612749
145,2766698939,nobody.,drayfitz,19612749
146,15979894,into the light,huntie99,19612749
147,19239717,Apocalyptic Kitchen,eoherbalist,19612749
148,1322774125727813632,LetsgoBrandon,chicky1doodle,19612749
149,1280187183052337153,Lightnin,Lightnin17,19612749
150,1555713079,azPatriot,wolfjloophole,19612749
151,1326991272251416577,SherryDongjd,SDongjd,19612749
152,138564019,kEEp krEEpin,LEDAWN13,19612749
153,35494071,Xebor 🇳🇴🇺🇸🇮🇱,Xebor,19612749
154,4810386321,Shirley Hatfield,shirlhatfield7,19612749
155,1084179502958297090,PoliticalCipher,CipherPolitical,19612749
156,398517524,Brandie Mitchell 🇺🇸,brandiepedsrn,19612749
157,56256443,Donna preston,geekonline,19612749
158,797628903573458944,Defund the left,Deanna4Freedom,19612749
159,110517478,Kristina Cooke,kristinacooke,19612749
160,29462887,Nana,318_nana,19612749
161,969351626959085573,marshasaari,marshasaari1,19612749
162,67648469,Jennie,Jendoll70,19612749
163,1308118146818031616,Grand Regulator 80,80Regulator,19612749
164,3255436399,Dev Ananda,AvoidDavoid,19612749
165,1286043695255556097,Gina HANSON,GINAHANSON_,19612749
166,794728489,Michelle Brown,redfeather1371,19612749
167,515602810,Beth Hillman,HillmanBeth,19612749
168,29176815,Emel Akan,mlakan,19612749
169,780586733352083456,ABru1982,ABCDE_1951A,19612749
170,702651557033029632,Lyrnn Carter,lyrnncarter05,19612749
171,1187570024426303488,Bandit,Ban_One1976,19612749
172,708521307801956352,john baxter,johnnyb4212,19612749
173,754656558722588672,Vince Smith,Suprise_Me_Agai,19612749
174,207796513,Sean Awdish,seanawdish,19612749
175,1300826814,Save America! 🇺🇸,BellybeanK,19612749
176,1289909762340118528,SusieQ,SusieQ1776,19612749
177,1158533256079433731,Amie Wilson,AmieWil48361794,19612749
178,830254903260041216,A00wl,Athenas00wl,19612749
179,1251237958771978241,CaMkee,ca_mkee,19612749
180,1414194552,MJ,mjaustin06,19612749
181,4023977073,Itsadogslife,lfsweets,19612749
182,1087512354,Thais Reyes,ThaisReyes,19612749
183,1242142492075622400,me,christa43670378,19612749
184,21784741,Let’s Go Tugboat Phil!,KellyFinley,19612749
185,1151100551972737025,KT,K_Tanner777,19612749
186,1075865300,Carol Eblin,bearlover92000,19612749
187,1227361292370894849,AwakenedByTruth,jdtruther,19612749
188,1321696098885447681,Cristian 🗣🗣🗣🗣,Cristia58578157,19612749
189,1172712862243934208,Jan@Silver_Maple,JanSilverMaple1,19612749
190,874732979683282947,J Perkins,JPerkin76166601,19612749
191,514258439,𝕴𝖆𝖓 𝕭𝖔𝖞𝖑𝖊,TheGeekHoard,19612749
192,625009786,Brandon👊👊,brandon79967363,19612749
193,208341817,Julie Wert,Juliewert,19612749
194,1286067505702862850,MonicaLuz,116Romans116,19612749
195,1277725765224796166,Meg,Meg66521327,19612749
196,791142105854910464,Twistninthewind,twistninthewind,19612749
197,534795372,Lisa de la Pena,LisadelaPena1,19612749
198,1156331573345705985,Mari Posa,UnitedRedWhite1,19612749
199,1321641290405203970,Pendulum Swings Both Ways,Minority4T,19612749
200,1257443463936835585,Joe Biden is the Lance Armstrong President.,thomas_swansea,19612749
201,17109030,Mark Bentley,bentlema,19612749
202,838037821,Philip Severson,philchef1,19612749
203,1131970183218716672,Targeted Justice With Midge Mathis,JusticeTargeted,19612749
204,2419116936,Cindy Harbour,cgharbour,19612749
205,1071499762183139334,Judy Cornett,JudyCornett11,19612749
206,491324332,DMK67,dkenne94,19612749
207,1326796580838584323,*Dr.* One Horse Pony,croix4545,19612749
208,1056008125151535104,Nelly2006,HeidiLenell,19612749
209,2331208410,D,vacayplease,19612749
210,38469811,Joy Lee Richard,joyfilledliving,19612749
211,2197383711,Discerning Citizen,vishunmasked,19612749
212,4344637469,Ron,buckinpapaw,19612749
213,605941685,Teresa,dormiensursi,19612749
214,2540335714,Jessica,YleoTeam,19612749
215,895658917,Federico Piacenza,fedepiacenza,19612749
216,1325665222762225665,Lena,lena_wc,19612749
217,1147485672518955013,Stephen Hensley,ConsultHensley,19612749
218,580398317,James Anton Hake,JamesAntonHake,19612749
219,582041050,Pam Knight,pampknight74010,19612749
220,972256363052240896,Ben,Ben05427540,19612749
221,1272560650095648768,北美动态NAnews,NAnews2020,19612749
222,1324363980123578369,Erick Delgado,ErickDe11458476,19612749
223,1267164212176052224,Praying For Peace ❤⛪🇺🇸,GraceAbound2020,19612749
224,2961811544,Judy ✝️♥️🇺🇸,SteelersMom92,19612749
225,818576252323958788,RedDoorRefinisher,RedDoorRefinish,19612749
226,2429079616,AniaS,annas385,19612749
227,111426528,artemisa_schumimania,misaschumimania,19612749
228,707073764748599296,LibertyPreserve,LibertyPreserve,19612749
229,1241093291229302784,Denise2 🎄🇺🇸,Denise261615798,19612749
230,75646958,Jonathon Hill,jhill12790,19612749
231,2475908058,Kings Arena,KingsArena1,19612749
232,1056625662,LAC,LisaC1010,19612749
233,946700862465994752,Debra Muzia,grandeb311,19612749
234,932004145,Jenna Drum O'Dell,Jennaddrum,19612749
235,948700032626253826,QthankQ,QthankQ,19612749
236,19148484,✝️Tanya Guinevere Hunte,TanyaGHunte,19612749
237,1268730335463985152,Erin,whackocontender,19612749
238,270847309,Sarah Scott,sarahfscott,19612749
239,38055229,BFE,BrettEwing,19612749
240,971849539840888833,Exhaling Vigorously,FocusCapPlan,19612749
241,875449850,Connie Ann🇺🇸,connieann68,19612749
242,1088647657843814400,Alleriana,Alleriana13,19612749
243,818036862325497860,Hanse,guambomb69,19612749
244,4237158719,Lisa Charles,LisaCha46830487,19612749
245,43316069,Lisa Bedford,TheSurvivalMom,19612749
246,15229861,Doug_Moore,Doug_Moore,19612749
247,1191731984369885186,kandi,kandi13646086,19612749
248,60779410,John Wallis,JW3673,19612749
249,1313810440330317825,President Elect BoomChakaLaka,BoomCha31096867,19612749
250,1277921628786241538,castelloromano,castelloromano1,19612749
251,1402659198,I Am In 🇺🇸⭐⭐⭐🇺🇸,NayanaNava,19612749
252,857499151331766272,NewYorkwind,wxb1661,19612749
253,942499163803176960,America is Bananas,AmericasBananas,19612749
254,2849335477,P,HashTagP519,19612749
255,2975595265,Yadira Mendez,yadymendez_9,19612749
256,2589021392,Happy Gardener,patriotwoman_,19612749
257,316168295,LLM,Lori32166,19612749
258,594886848,Stef Lap,StefLap1,19612749
259,1197174667280355328,Sponda13,sponda13,19612749
260,1313662492946714631,MAC 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,Ephphatha2020,19612749
261,184112936,Clint Wolverton,ClintWolverton,19612749
262,1139103257136193536,Sharon,sinenomine26,19612749
263,1267221546986135552,RW,RW00474498,19612749
264,2453539850,mnhooksetter,mnhooksetter,19612749
265,25428106,Juan_Blanco,Juan_Blanco__,19612749
266,14678331,JMaceW 🇺🇸 🦅🙏 ⚖️ 🕊️,JMaceW,19612749
267,146197065,Tommy italiano,TommyJerzBoy76,19612749
268,14300216,tredaelli,tredaelli,19612749
269,465342187,Elected DJT,palarff,19612749
270,1327113997364039680,levi2020,levi20205,19612749
271,2286763243,AmeriQan Descendant,ErikOnDemand,19612749
272,972972614523158528,🐉🔚🇺🇸PamelaPumaUSARibEyeNationalist🇺🇸💪🏻🔥,PLHCrawford,19612749
273,449409455,Derek Mason,DerekAMason,19612749
274,117308306,Vegas Mom 🇺🇸,VegasMomLovesUS,19612749
275,491448173,Vice Society,vicesociety1,19612749
276,842157938760404992,liza rent,lizarent,19612749
277,27348300,Pamela 🍹,griffith_p,19612749
278,245557772,Doreen Chamian Ladin,doreenladin,19612749
279,2389613881,Zlatko Kovach,ZlatkoKovach,19612749
280,1087161735591747584,carole,ClackCarole,19612749
281,1411804202,Deborah Buterbaugh,2geez1Buter,19612749
282,3407535262,Laura LoCicero,Laura_LoCicero,19612749
283,1297895989559177216,☀️SunshineAgain17☀️,SAgain17,19612749
284,1308433079858597888,Chans Yolo,chansyolo,19612749
285,25184265,J C,at0micpunk,19612749
286,2948207604,Laurie Atwood,Latwood45,19612749
287,710998785531514880,Demelza,DemelzaDantes,19612749
288,45058029,Freedom Flu,SGT_C,19612749
289,982353269887352832,shelton,tony40474873,19612749
290,510723391,Nathan Prinz,NathanPrinz1,19612749
291,332460520,Hmp,acerocks2011,19612749
292,1319360998818668544,John,John72273206,19612749
293,17102821,Amy Kinard,TheKinards,19612749
294,998194792436727809,Vince Holmes,VinceHolmes9,19612749
295,59946646,abbey,abbeyznormal,19612749
296,887494609605206016,PaTrIoT gAmEs JustSayNo2DaJAB FJB!,yjjeepsnmemes,19612749
297,3951091451,DaveUSA,Daveusa12,19612749
298,504868379,Mark Craft,mark_craft,19612749
299,123639942,Vero,VeronicaLevel,19612749
300,1239387474830462976,ShinyShinyDream,ShinyShinyDrea1,19612749
301,960348648159592448,🇺🇸GOD’S WILL BE DONE🇺🇸,kysmi1005,19612749
302,919331996538691584,DR.,DrOctagon1984,19612749
303,870868088,Julie Trimble,jjbtrim,19612749
304,3231836161,Rodnas,StephenMSandor,19612749
305,1161611256811393024,pckat🇺🇸❤️🇺🇸,pckat11,19612749
306,1268367975129600000,fuktwittir,fuktwittir,19612749
307,1255214533,Spence Rogers 🇺🇸🐘,SpenceRogers,19612749
308,1321883675609411584,Patricia Hawes,PatriciaHawes9,19612749
309,1175765337184362496,L❤ve45,RobinDowd20,19612749
310,742865535910727680,Kim,kimrhenderson,19612749
311,926641081676189697,Cinti,No_Fret_No_Fear,19612749
312,834544133016584196,K. Abdoulaye COMPAORE,KAbdoulayeCOMP1,19612749
313,1241481420486275072,Schroedog6,schroedog6,19612749
314,43836232,Eddy R. Impanis,impanis,19612749
315,1255215702543405056,Kathryn,Kathryn83970251,19612749
316,1242349341479546881,WokeStorm,StormWoke,19612749
317,1245651223740444674,Barbara Ann,Barbara99584589,19612749
318,53404348,H369,HEM333,19612749
319,45869336,Wendy Goodreau,goodreauw,19612749
320,756266734496190465,Lila Welborn,LilaWelborn,19612749
321,872459208947585025,deplorableBob63,deplorableBob63,19612749
322,57161498,Big Fellow,EatingHabit,19612749
323,1319401111615377409,debdogs,DeborahGramenz,19612749
324,267467141,hilarys hubris,hubris_s,19612749
325,428645072,Kingpin,El_Pumper,19612749
326,1325953150768058371,christine brewer,christi22134460,19612749
327,136087929,Juan Miguel García,JuanMiguel_0789,19612749
328,44004563,Dustin Moore 🇺🇸,DustinMoore_fs,19612749
329,1294422417671098368,Hattie1of75+million 🇺🇸,hattiewoo26,19612749
330,1297610552265641991,Steve T.,Fighttyranny76,19612749
331,20821188,We're Doomed Peckerwood,mccallb,19612749
332,1958651076,Jason Bunker,JasonABunker,19612749
333,710273423562244098,Jeannine,schenck51,19612749
334,1292557608931532800,Jeffrey the remodeler,JeffreyBeaton1,19612749
335,890973239228465153,Californian Refugee -Join GAB,TrumpCaravan,19612749
336,1266237053974413312,kimba,Born_Free71,19612749
337,1300246090898460673,Judge Q. Draconis🐸⚖️,DraconisJudge,19612749
338,1325228807553503233,.,hirealitycalled,19612749
339,2322143654,Louise Ballard,psalm23is,19612749
340,316802491,Julie Craig,craig_julie,19612749
341,2994712768,VickiV,MissVicki1967,19612749
342,61195600,Jason Anderson,sunandheat,19612749
343,120406432,Jesse Nemitz,jessenemitz,19612749
344,804117638834245632,JRoweNYC,rowe_nyc,19612749
345,1326885538624724992,🇺🇸 Joey Chavez 🇺🇸,___pinner___,19612749
346,874018855210725376,Bayalu,Bayalumaya1,19612749
347,18244332,Brian Ahier,ahier,19612749
348,1051269207340568578,Sara Jane,SaraJan46825655,19612749
349,48840464,Rubix Cube,KnightscreamX,19612749
350,165244375,Sonnie Houlihan,SonnieShblue96,19612749
351,280570568,XLm Jersey,NJvoice1,19612749
352,1241334719725346817,light,light50747644,19612749
353,3559534037,Leo Vial,liexiou33,19612749
354,1290975197751914496,Deutsche Dichter und Denkerin,SchillerSpirit,19612749
355,123936074,Carol M,backstageartist,19612749
356,2730812275,Kimberly Panethiere,Bucksmama2011,19612749
357,119767948,Billie Jay,billiejay121,19612749
358,4708802513,🇺🇸AmericanPatriot0311🇺🇸,3percent0311,19612749
359,326977874,T-NO,tishrickard,19612749
360,968008257066360832,Murray A,Murray02020898,19612749
361,1564020193,Gomer Pyle,elguapo1963,19612749
362,356966741,byeden,YVK1993,19612749
363,3886733893,Bookworm,Bookwormsavant,19612749
364,134265344,Nurse Patriot,KennyMichelle,19612749
365,28526764,Rebecca Hagelin,RebeccaHagelin,19612749
366,853305775141343232,The Winter Patriot 🇺🇸1777,Bencarneal1,19612749
367,18153048,Kerry Ann McKim,kerryannmckim,19612749
368,745434505847025668,CornelisBP24,Cornelisbp24,19612749
369,1179543821333549056,Miss NYC 💋,MissNYC212,19612749
370,1314179912543207425,MassMediaVirus-19🌍🆓️⚖🇪🇦🇺🇸,FarsaVirus,19612749
371,310352692,Barbara Johnson,BarbJohnson99,19612749
372,31172273,Colett4America🇺🇸☘️🐚💒,sweetie911,19612749
373,4218042863,🇺🇸Freedomlover,Jennergy13,19612749
374,861606598514536454,TheGayWhoStrayed,thegaywhostrayd,19612749
375,1299030927570546688,Danielle McPherson,Daniell99494876,19612749
376,1104782958785896448,Squawkaboutit,tosquawkabout,19612749
377,480695531,Christi & David,Christi__David,19612749
378,1258882179360145409,Call Sign Phoenix,sydneyvaughn171,19612749
379,1344718183,New Kid on the Block,SweetFreedomAZ,19612749
380,160599487,JUDYNYC,JUDYKNY,19612749
381,1152244182771257344,zedabish@yahoo.com,zedabishyahooc1,19612749
382,4858501366,pozniak1995,pozniak1995,19612749
383,523834105,becky bruner,bbrunerstuartfl,19612749
384,579522597,Nancy Goetzel,nancyalice1,19612749
385,94626072,Marsha Barton,marsha0727,19612749
386,1246473832082419712,Joy M. (@PortiaAdams- Parler),PortiaAdams1775,19612749
387,33018898,Rose Shepherd,RoMaUpSh,19612749
388,186382841,Craig Dillon,craigtdillon,19612749
389,760562545,Jake Gordils,JakeGordils,19612749
390,957281321679699969,TrulyAmazing,TrulyAmazing17,19612749
391,2165179429,OscarMike45,Oscarmike45,19612749
392,95496721,Eduardo Galvan,egalvangarza,19612749
393,1438536914,KL6560,KL6560,19612749
394,296248375,To Save A World,tosaveaworld,19612749
395,170921057,KI MacLeod ✝🍁🏒,KIMacLeod,19612749
396,2341830598,mtnlvr111,mtnlover111,19612749
397,1303171897220313089,W*I*N*K,17_WINK,19612749
398,1296241756636352512,Ericka,Ericka85176904,19612749
399,2561628794,MAGAnificent Deplorabl3 🇺🇸🌎,MaganificentD,19612749
400,1123644513644204032,RBonesak,RBonesAK,19612749
401,64124640,Leslie,Rt2bRt,19612749
402,2959220046,Jenn,saltgirlia,19612749
403,1230349019798310912,American Grandma,PatriotinCA,19612749
404,1292288011,Ursula Kerns,DustyKerns,19612749
405,3243530834,cheers cowichan,CheersCowichan,19612749
406,1316531290112315392,Mike,sandiegomikee,19612749
407,909563632379465729,There is one True God He Will deliver us from evil,Guinevere536,19612749
408,1245017713531146242,SiouxZQ,SuePick91622497,19612749
409,1299100528811663360,Wade Wiederhold,WiederholdWade,19612749
410,806214819808296960,TheTrUthLiVes,Klglace68,19612749
411,1025944043816071168,bohojo411,bohojo11_11,19612749
412,3828878955,Sergio lopez,serginex33,19612749
413,532577127,HeyDadCanWe,daniel9351,19612749
414,1291768836048457729,Redtrumptrain2020,Redtrumptrain21,19612749
415,1204824223,Cheshire Pork,CheshirePork,19612749
416,93888221,C...Short,shortbutnot,19612749
417,1308148537897684994,Joyce Powell,JoycePo30359029,19612749
418,444276158,greenie,kimber1727,19612749
419,877896508296843264,Brian N,bdn1910,19612749
420,2594777302,No54,07539774847,19612749
421,1287175736382705666,🦋Butterflybaby 🦋,Heidi84319574,19612749
422,495405458,Pamela 🇺🇸,palwisc,19612749
423,87975165,mamacaza,mamacaza2,19612749
424,520937652,Dusty Farren,DustyFarren,19612749
425,321543499,Michael Rentz,GMichaelRentzJR,19612749
426,1264705070991638535,Im@gine2112,Imagine_21121,19612749
427,67418208,Deanna Jensen-Valliere,jewelsdujour,19612749
428,70681120,Artist,DorasPaintDrips,19612749
429,1029431023606661120,Havoc,CombatWeapon,19612749
430,4927865057,Lenny Mitchell,LennyMitch412,19612749
431,4647575922,🇺🇸Alaska Free🇺🇸,alaskaiii,19612749
432,4028456423,Jeanette Landen,jeanette_landen,19612749
433,65197651,ardeman,no1psp,19612749
434,1223049997102354433,MAGA-NIFICENT,ROOBSTER777,19612749
435,515024838,Angry Mama Bear,kb_starkey,19612749
436,1262568001670270977,Jigz310,jigz310,19612749
437,1246620810548305920,Glaucia,Glauhn,19612749
438,703278900034535424,Bob,Bob95042876,19612749
439,931635759303528450,Mari Alvarado,Mari_Alvarado4,19612749
440,1306699365759713283,HISPANIC PATRIOT/ 🇺🇸🙏❤/MAGA.,BLESSED7767,19612749
441,348278429,boro,borostoro,19612749
442,933615668,mary ruth swift,maryruthswift60,19612749
443,24779367,Carol Albies,beeperchick,19612749
444,385042801,PatriotNurse80,patriotnurse80,19612749
445,1272285207522131975,HenrytheNavigator1776,navigator1776,19612749
446,73004034,Melody,captureN,19612749
447,1302764012959133696,Modern Musket 🇺🇸,MusketModern,19612749
448,3308165445,Peter K,TakisKoumou,19612749
449,1059549781968719872,aintthatsumpin,aintthatsumpin,19612749
450,783457426641006592,BigChops,MAGA173427,19612749
451,989899892150616064,v7,vector0007,19612749
452,1272212981821120518,Teddy,Teddy33145503,19612749
453,758817134906519553,Jak,JimbobJak,19612749
454,981675649269051392,A Safe Place for Rational Thinking,aspfrt,19612749
455,871519038115074051,Raymond Augusta,RaymondAugusta1,19612749
456,1281438698614280193,Jill ❤🇺🇸 ...,Jill11318925,19612749
457,25326262,Steph ❤ America 🇺🇲🐊,ninigator1,19612749
458,737349028208214016,nancy taylor,redhorserunning,19612749
459,861335085815144449,Rachael F,Rachael123000,19612749
460,877260680520486912,Coach Zac,Coach_ZTB,19612749
461,393442720,Deb Lesko,DebLesko1,19612749
462,1175239801550848000,Grace Coulter,Grace__Coulter,19612749
463,840844553104064512,QueenSized ♥️Mama🇺🇸,Rlewis5557,19612749
464,154345964,Mona Osborne,MonaOsborne,19612749
465,22322798,🇺🇸 Dana 🇨🇴,_DoomsDana_,19612749
466,153451675,DenB,DenITetc,19612749
467,47854930,Cindy Lehman,CindyLehman,19612749
468,1361488345,rosedobbs,rosey_dobbs,19612749
469,273645952,:::,chuck_tators,19612749
470,891270050010804224,jamesh,utrpwsd,19612749
471,713957058274414592,A,schrodingered,19612749
472,205729999,closed,shoplondons,19612749
473,1261260796681695239,Gregory Shumakevich,GShumakevich,19612749
474,1069059883272740866,Carrie Sonak 🇺🇸❤️,CarrieSonak,19612749
475,754547155680002048,Gloria Jane Haring,gloria_haring,19612749
476,1245868646842265601,julie,julie18707807,19612749
477,2374239069,Alicia Mannion,LishInLawrence,19612749
478,1125905772444041216,Karrin Casper,CasperKarrin,19612749
479,41543020,whatever. 🍊,sdasilveira,19612749
480,3144235637,BriteStarr,Angels_n_Starz,19612749
481,297998392,JJW,jyoop4329,19612749
482,863811848,President Elect - G. Hall,ghall79,19612749
483,890566155601104896,LeeAnn Hampton,hampton_leeann,19612749
484,782854987,I miss President Trump! 🇺🇸⚽🇮🇱🏁🎹 MAGA KAG,Cigars1776,19612749
485,1313966902704771072,BlueSkyReport,BlueSky_Report,19612749
486,569612822,Niki Wiessner,NikiWiessner,19612749
487,19448559,kcdreaming,Kcrooymans,19612749
488,3304593510,Melissa Brewer,Thatbrewerlady,19612749
